Kernel Name,Average Time (μs),Standard Deviation,Average energy spent (J),Standard Deviation,Average power (W),Standard Deviation
CONV_2D,30883.821296296297,3156.6753527849205,0.09830135416666667,0.006693007768755504,3.192358399727029,0.10368889950477696
CONV_2D,24357.479166666668,1854.250414471026,0.08082717824074075,0.004025291269446025,3.327535257169134,0.09645607030966416
CONV_2D,57155.2912037037,3054.887415928237,0.18170917361111114,0.006436902347298387,3.1820294932914144,0.059712009957769194
CONV_2D,56523.23472222222,2504.615306455545,0.1808028773148148,0.005565306187397543,3.2007054969027777,0.04841105660328154
CONV_2D,20822.62037037037,1489.6472203399467,0.06656428009259259,0.0033974056861206872,3.201313277682279,0.0798204192546508
MAX_POOL_2D,3219.551388888889,139.27431348320886,0.011216918981481482,0.0013151284300088268,3.488107570115529,0.21147783201513454
CONCATENATION,340.6421296296296,31.790433325455524,0.0015595486111111112,0.0022782323836547614,1.5595595930408566,2.278252466407719
CONV_2D,18818.636574074073,1421.3478846240635,0.0624646412037037,0.0033194856178478246,3.3231137167579687,0.0876273620898311
CONV_2D,23384.691203703704,2398.7347508859352,0.07652857175925926,0.005380675387391461,3.283547947312131,0.11380482385579964
CONV_2D,25544.700462962963,2897.804239068393,0.08089945833333334,0.0061494958960911315,3.179403305980811,0.1221590663766232
CONV_2D,25073.631018518518,2650.926367863534,0.07958244444444444,0.005690241040480221,3.186311882227746,0.1110690771571304
CONCATENATION,234.4199074074074,29.41233162881308,0.001212400462962963,0.002260958066612751,1.2123249350066887,2.2608325981981054
CONV_2D,26091.012962962963,2225.923511592793,0.08574639583333334,0.004923679514486248,3.293482568538909,0.09635409803036578
CONV_2D,77852.47222222222,5640.130696965986,0.24923619907407407,0.01286785868820562,3.205123389368625,0.06707302015803665
CONV_2D,25044.57175925926,2663.418507788137,0.07967210185185185,0.005758103201607882,3.1920739258750332,0.11123466319940217
CONV_2D,24908.466666666667,2458.4931665178196,0.0793657962962963,0.005351937319290644,3.1946347698906705,0.1048313460552855
CONCATENATION,237.5337962962963,29.734687413661078,0.001219212962962963,0.0022831445747239095,1.2191515746754793,2.283038986806059
AVERAGE_POOL_2D,7091.173148148148,240.50100026991552,0.019190039351851852,0.0011521382439506353,2.7098495461302927,0.08903456415267735
CONV_2D,11082.544444444444,1224.5748759175142,0.03757517361111111,0.003014653319075186,3.4024750122659277,0.1431187279484325
CONCATENATION,657.7541666666667,57.22362105558301,0.004191543981481482,0.0030411111422549344,4.189079412254615,3.0383108649646693
CONV_2D,29198.243055555555,2414.2687882934038,0.09637138425925926,0.005337332051788471,3.3085375542995057,0.09686501935309648
CONV_2D,35341.44305555556,3347.0219043559923,0.11502050694444445,0.007690367859220843,3.261688629354849,0.09063265484956522
CONV_2D,25455.73101851852,2838.0525602238954,0.07995056481481481,0.0061522695248163685,3.1521299988759814,0.11259855326010758
CONV_2D,24982.386574074073,2542.828510060992,0.07894765972222223,0.0054870492093123,3.1694773184190908,0.10468263481462066
CONCATENATION,234.40648148148148,28.48296363178623,0.0012504305555555556,0.0022946417405337355,1.2503884655154391,2.294556134542202
CONV_2D,39474.57962962963,2584.0866074079345,0.12950453935185186,0.005774479292167707,3.2846670622550618,0.07240722123300668
CONV_2D,77191.10648148147,5351.803689355808,0.2471721712962963,0.012419663918013179,3.2051041258047737,0.0614067935334054
CONV_2D,24963.651851851853,2510.0800953902544,0.07927495833333334,0.005507305612911329,3.1853489919536337,0.1070712540595451
CONV_2D,25053.321296296297,2604.6725459774575,0.07947099768518519,0.005676332015523546,3.182747277454578,0.10920213843698537
CONCATENATION,239.14814814814815,28.274355222308984,0.0012669050925925927,0.002302869328921026,1.266863892280654,2.3027855378888082
AVERAGE_POOL_2D,11458.883796296297,377.71094660055115,0.02941695138888889,0.0014393289652897788,2.5675827703187903,0.05837884405564658
CONV_2D,16931.078703703704,1692.2638010988212,0.057128740740740744,0.003881327532464391,3.381864100860352,0.12468712051982939
CONCATENATION,664.3342592592593,58.74974651172585,0.004034699074074074,0.002973734048608079,4.032587961998622,2.972101987296934
AVERAGE_POOL_2D,864.4087962962963,69.91714684271071,0.004854689814814815,0.002063593962647216,4.842568099054363,2.053938023595669
CONV_2D,32784.259722222225,2206.7308973632694,0.0786721550925926,0.005189981862481865,2.4000629827508027,0.029483542902285324
RESHAPE,4.976388888888889,1.75802338412656,1.9185185185185186e-05,0.000296620639317985,0.01918519372852575,0.29662087027089135
SOFTMAX,275.42824074074076,21.573741726696184,0.0013029953703703704,0.0020757310537220315,1.303017266632379,2.0757695170150807
